"customer_id","signup_date","city","acquisition_channel"
"CUST050408","12-12-2024","Bengaluru","Referral"
"CUST050409","28-11-2024","Bengaluru","Organic"
"CUST050411","27-12-2024","Hyderabad","Organic"
"CUST050421","17-12-2024","Bengaluru","Referral"
"CUST050422","27-12-2024","Delhi","Referral"
"CUST050428","13-12-2024","Delhi","Organic"
"CUST050444","29-12-2024","Chennai","Referral"
"CUST050445","29-12-2024","Chennai","Organic"
"CUST050455","30-11-2024","Hyderabad","Organic"
"CUST050456","28-11-2024","Pune","Social"
"CUST050462","01-12-2024","Pune","Paid"
"CUST050477","31-12-2024","Bengaluru","Organic"
"CUST050487","04-12-2024","Bengaluru","Social"
"CUST050536","10-12-2024","Hyderabad","Social"
"CUST050548","02-12-2024","Chennai","Organic"
"CUST050553","15-12-2024","Bengaluru","Paid"
"CUST050557","27-12-2024","Chennai","Paid"
"CUST050572","12-12-2024","Bengaluru","Paid"
"CUST050583","29-12-2024","Bengaluru","Organic"
"CUST050585","25-12-2024","Mumbai","Organic"
"CUST050588","16-12-2024","Bengaluru","Referral"
"CUST050593","14-11-2024","Mumbai","Paid"
"CUST050610","24-11-2024","Pune","Organic"
"CUST050611","26-11-2024","Bengaluru","Organic"
"CUST050614","08-12-2024","Pune","Paid"
"CUST050620","06-11-2024","Bengaluru","Organic"
"CUST050632","26-12-2024","Delhi","Referral"
"CUST050638","22-12-2024","Bengaluru","Paid"
"CUST050640","28-12-2024","Pune","Organic"
"CUST050666","20-11-2024","Chennai","Organic"
"CUST050672","29-12-2024","Bengaluru","Organic"
"CUST050675","21-11-2024","Pune","Paid"
"CUST050688","25-11-2024","Hyderabad","Paid"
"CUST050693","20-12-2024","Delhi","Organic"
"CUST050697","19-12-2024","Ahmedabad","Referral"
"CUST050708","20-12-2024","Delhi","Paid"
"CUST050720","14-12-2024","Bengaluru","Paid"
"CUST050723","30-12-2024","Delhi","Paid"
"CUST050732","26-12-2024","Delhi","Referral"
"CUST050738","31-12-2024","Delhi","Paid"
"CUST050747","06-12-2024","Mumbai","Social"
"CUST050772","25-12-2024","Hyderabad","Organic"
"CUST050781","09-11-2024","Mumbai","Organic"
"CUST050794","23-12-2024","Kolkata","Organic"
"CUST050803","14-12-2024","Ahmedabad","Organic"
"CUST050811","07-12-2024","Hyderabad","Paid"
"CUST050814","22-12-2024","Kolkata","Organic"
"CUST050816","29-12-2024","Chennai","Social"
"CUST050822","19-12-2024","Chennai","Organic"
"CUST050837","21-12-2024","Bengaluru","Organic"
"CUST050847","27-12-2024","Bengaluru","Paid"
"CUST050857","27-12-2024","Bengaluru","Organic"
"CUST050861","30-12-2024","Delhi","Organic"
"CUST050864","26-11-2024","Bengaluru","Organic"
"CUST050865","08-12-2024","Bengaluru","Organic"
"CUST050876","07-12-2024","Chennai","Organic"
"CUST050885","25-12-2024","Kolkata","Paid"
"CUST050904","18-11-2024","Mumbai","Referral"
"CUST050907","31-12-2024","Delhi","Paid"
"CUST050924","27-12-2024","Delhi","Social"
"CUST050945","29-12-2024","Mumbai","Organic"
"CUST050947","12-11-2024","Bengaluru","Social"
"CUST050951","03-12-2024","Mumbai","Organic"
"CUST050953","22-11-2024","Delhi","Organic"
"CUST050956","21-12-2024","Bengaluru","Organic"
"CUST050961","16-11-2024","Chennai","Organic"
"CUST050964","11-12-2024","Mumbai","Paid"
"CUST050980","17-12-2024","Mumbai","Organic"
"CUST050982","16-12-2024","Mumbai","Organic"
"CUST050992","30-11-2024","Mumbai","Referral"
"CUST051001","12-12-2024","Chennai","Organic"
"CUST051003","09-12-2024","Mumbai","Organic"
"CUST051011","19-12-2024","Pune","Organic"
"CUST051013","31-12-2024","Bengaluru","Organic"
"CUST051019","15-11-2024","Bengaluru","Social"
"CUST051026","19-12-2024","Mumbai","Organic"
"CUST051036","29-12-2024","Bengaluru","Organic"
"CUST051039","27-12-2024","Kolkata","Referral"
"CUST051047","11-12-2024","Hyderabad","Referral"
"CUST051054","14-12-2024","Mumbai","Paid"
"CUST051055","19-12-2024","Delhi","Referral"
"CUST051057","20-12-2024","Pune","Social"
"CUST051073","19-11-2024","Hyderabad","Paid"
"CUST051077","20-12-2024","Chennai","Social"
"CUST051083","27-12-2024","Mumbai","Organic"
"CUST051084","06-12-2024","Chennai","Organic"
"CUST051087","12-11-2024","Delhi","Organic"
"CUST051089","31-12-2024","Kolkata","Organic"
"CUST051090","06-12-2024","Chennai","Paid"
"CUST051100","24-12-2024","Chennai","Paid"
"CUST051101","21-11-2024","Pune","Organic"
"CUST051102","27-12-2024","Pune","Paid"
"CUST051117","12-12-2024","Pune","Organic"
"CUST051121","22-12-2024","Delhi","Organic"
"CUST051126","14-11-2024","Hyderabad","Social"
"CUST051127","12-12-2024","Delhi","Organic"
"CUST051142","18-12-2024","Mumbai","Organic"
"CUST051144","28-11-2024","Ahmedabad","Organic"
"CUST051145","17-12-2024","Delhi","Paid"
"CUST051157","16-11-2024","Hyderabad","Paid"
"CUST051158","28-11-2024","Delhi","Paid"
"CUST051179","22-11-2024","Kolkata","Referral"
"CUST051190","05-12-2024","Delhi","Paid"
"CUST051193","14-12-2024","Bengaluru","Social"
"CUST051194","13-12-2024","Bengaluru","Organic"
"CUST051209","15-11-2024","Bengaluru","Referral"
"CUST051210","20-12-2024","Chennai","Organic"
"CUST051231","28-12-2024","Pune","Organic"
"CUST051232","24-12-2024","Pune","Social"
"CUST051234","29-12-2024","Delhi","Organic"
"CUST051245","20-12-2024","Pune","Referral"
"CUST051247","26-11-2024","Chennai","Referral"
"CUST051248","19-12-2024","Delhi","Referral"
"CUST051251","03-12-2024","Hyderabad","Organic"
"CUST051254","29-11-2024","Chennai","Organic"
"CUST051281","16-12-2024","Bengaluru","Organic"
"CUST051300","12-11-2024","Pune","Referral"
"CUST051313","25-12-2024","Mumbai","Organic"
"CUST051314","21-12-2024","Mumbai","Organic"
"CUST051335","20-12-2024","Bengaluru","Organic"
"CUST051355","27-11-2024","Bengaluru","Organic"
"CUST051372","25-11-2024","Chennai","Organic"
"CUST051375","14-11-2024","Mumbai","Referral"
"CUST051377","19-11-2024","Chennai","Referral"
"CUST051389","12-12-2024","Chennai","Organic"
"CUST051411","08-12-2024","Delhi","Social"
"CUST051417","18-12-2024","Mumbai","Referral"
"CUST051422","12-11-2024","Bengaluru","Organic"
"CUST051425","23-12-2024","Ahmedabad","Referral"
"CUST051435","12-12-2024","Pune","Referral"
"CUST051442","25-11-2024","Bengaluru","Organic"
"CUST051445","10-12-2024","Chennai","Referral"
"CUST051450","17-12-2024","Delhi","Organic"
"CUST051451","24-11-2024","Chennai","Social"
"CUST051452","17-12-2024","Mumbai","Organic"
"CUST051455","27-11-2024","Hyderabad","Social"
"CUST051456","08-12-2024","Bengaluru","Organic"
"CUST051457","19-12-2024","Delhi","Organic"
"CUST051464","31-12-2024","Hyderabad","Social"
"CUST051471","20-11-2024","Hyderabad","Social"
"CUST051472","04-12-2024","Bengaluru","Paid"
"CUST051477","30-12-2024","Hyderabad","Paid"
"CUST051480","13-12-2024","Mumbai","Organic"
"CUST051495","08-11-2024","Mumbai","Organic"
"CUST051506","10-12-2024","Ahmedabad","Organic"
"CUST051516","01-12-2024","Delhi","Social"
"CUST051520","21-12-2024","Ahmedabad","Organic"
"CUST051528","27-11-2024","Mumbai","Organic"
"CUST051541","27-11-2024","Mumbai","Paid"
"CUST051550","23-12-2024","Bengaluru","Organic"
"CUST051566","30-12-2024","Pune","Paid"
"CUST051577","25-12-2024","Bengaluru","Organic"
"CUST051582","15-12-2024","Kolkata","Organic"
"CUST051584","30-12-2024","Mumbai","Social"
"CUST051594","15-12-2024","Kolkata","Organic"
"CUST051596","27-12-2024","Bengaluru","Paid"
"CUST051621","15-11-2024","Bengaluru","Social"
"CUST051626","24-12-2024","Delhi","Paid"
"CUST051631","15-11-2024","Bengaluru","Referral"
"CUST051647","26-12-2024","Mumbai","Paid"
"CUST051673","11-12-2024","Hyderabad","Referral"
"CUST051700","20-12-2024","Bengaluru","Social"
"CUST051704","01-12-2024","Mumbai","Organic"
"CUST051708","12-12-2024","Kolkata","Organic"
"CUST051713","27-11-2024","Bengaluru","Organic"
"CUST051730","29-12-2024","Bengaluru","Social"
"CUST051733","08-12-2024","Delhi","Paid"
"CUST051751","13-12-2024","Chennai","Social"
"CUST051766","13-11-2024","Hyderabad","Paid"
"CUST051768","12-12-2024","Hyderabad","Social"
"CUST051770","11-12-2024","Bengaluru","Organic"
"CUST051801","16-11-2024","Delhi","Organic"
"CUST051814","03-12-2024","Ahmedabad","Paid"
"CUST051815","11-12-2024","Mumbai","Social"
"CUST051816","17-12-2024","Bengaluru","Paid"
"CUST051819","18-11-2024","Hyderabad","Paid"
"CUST051830","17-12-2024","Chennai","Referral"
"CUST051838","13-11-2024","Bengaluru","Organic"
"CUST051841","16-12-2024","Chennai","Organic"
"CUST051851","25-12-2024","Delhi","Organic"
"CUST051853","08-12-2024","Mumbai","Organic"
"CUST051879","13-11-2024","Bengaluru","Social"
"CUST051886","28-12-2024","Bengaluru","Paid"
"CUST051896","16-12-2024","Bengaluru","Paid"
"CUST051899","23-12-2024","Mumbai","Organic"
"CUST051917","17-11-2024","Kolkata","Social"
"CUST051938","07-12-2024","Mumbai","Social"
"CUST051954","25-11-2024","Chennai","Organic"
"CUST051959","26-12-2024","Delhi","Organic"
"CUST051970","14-12-2024","Mumbai","Organic"
"CUST051985","28-12-2024","Delhi","Social"
"CUST051988","31-12-2024","Hyderabad","Organic"
"CUST051995","04-12-2024","Pune","Organic"
"CUST052003","07-12-2024","Delhi","Organic"
"CUST052012","13-12-2024","Bengaluru","Organic"
"CUST052048","27-11-2024","Mumbai","Organic"
"CUST052073","21-12-2024","Chennai","Organic"
"CUST052076","06-12-2024","Mumbai","Paid"
"CUST052102","01-12-2024","Bengaluru","Organic"
"CUST052112","27-12-2024","Mumbai","Organic"
"CUST052116","17-12-2024","Hyderabad","Referral"
"CUST052131","24-12-2024","Mumbai","Organic"
"CUST052140","11-12-2024","Mumbai","Organic"
"CUST052153","17-11-2024","Pune","Organic"
"CUST052154","11-12-2024","Delhi","Paid"
"CUST052155","22-12-2024","Mumbai","Referral"
"CUST052161","02-12-2024","Bengaluru","Organic"
"CUST052163","27-11-2024","Pune","Organic"
"CUST052169","10-12-2024","Pune","Social"
"CUST052178","25-11-2024","Hyderabad","Referral"
"CUST052183","16-12-2024","Chennai","Organic"
"CUST052187","09-12-2024","Mumbai","Social"
"CUST052190","12-12-2024","Pune","Social"
"CUST052191","27-11-2024","Ahmedabad","Referral"
"CUST052192","28-12-2024","Hyderabad","Organic"
"CUST052200","14-12-2024","Mumbai","Organic"
"CUST052207","21-12-2024","Bengaluru","Organic"
"CUST052212","22-11-2024","Ahmedabad","Paid"
"CUST052214","02-12-2024","Mumbai","Organic"
"CUST052223","18-12-2024","Hyderabad","Organic"
"CUST052224","29-12-2024","Pune","Organic"
"CUST052234","17-12-2024","Bengaluru","Referral"
"CUST052235","07-12-2024","Hyderabad","Organic"
"CUST052256","09-12-2024","Delhi","Organic"
"CUST052280","27-12-2024","Mumbai","Organic"
"CUST052284","16-12-2024","Hyderabad","Organic"
"CUST052292","20-12-2024","Mumbai","Organic"
"CUST052295","18-11-2024","Bengaluru","Organic"
"CUST052301","14-12-2024","Bengaluru","Organic"
"CUST052314","29-11-2024","Kolkata","Organic"
"CUST052317","24-12-2024","Pune","Paid"
"CUST052320","20-12-2024","Hyderabad","Paid"
"CUST052322","13-12-2024","Bengaluru","Paid"
"CUST052330","21-12-2024","Kolkata","Social"
"CUST052348","25-12-2024","Hyderabad","Referral"
"CUST052370","20-12-2024","Bengaluru","Organic"
"CUST052372","24-12-2024","Mumbai","Paid"
"CUST052378","23-12-2024","Hyderabad","Paid"
"CUST052400","30-12-2024","Chennai","Organic"
"CUST052411","22-12-2024","Chennai","Organic"
"CUST052412","01-12-2024","Kolkata","Social"
"CUST052429","18-11-2024","Bengaluru","Referral"
"CUST052432","21-12-2024","Kolkata","Organic"
"CUST052454","14-11-2024","Kolkata","Organic"
"CUST052468","09-12-2024","Bengaluru","Organic"
"CUST052472","10-11-2024","Chennai","Social"
"CUST052488","16-12-2024","Kolkata","Organic"
"CUST052497","28-11-2024","Chennai","Organic"
"CUST052500","26-12-2024","Hyderabad","Social"
"CUST052518","17-12-2024","Mumbai","Organic"
"CUST052548","19-12-2024","Delhi","Organic"
"CUST052586","31-12-2024","Bengaluru","Referral"
"CUST052590","28-12-2024","Delhi","Paid"
"CUST052591","15-12-2024","Bengaluru","Organic"
"CUST052632","22-12-2024","Mumbai","Social"
"CUST052642","20-12-2024","Bengaluru","Organic"
"CUST052648","11-12-2024","Chennai","Referral"
"CUST052658","20-12-2024","Delhi","Paid"
"CUST052689","09-12-2024","Bengaluru","Organic"
"CUST052693","05-12-2024","Mumbai","Organic"
"CUST052698","15-11-2024","Bengaluru","Organic"
"CUST052708","11-12-2024","Mumbai","Paid"
"CUST052722","06-12-2024","Ahmedabad","Organic"
"CUST052725","03-12-2024","Hyderabad","Paid"
"CUST052734","20-12-2024","Pune","Social"
"CUST052739","12-12-2024","Ahmedabad","Organic"
"CUST052741","06-12-2024","Bengaluru","Organic"
"CUST052753","03-12-2024","Bengaluru","Paid"
"CUST052762","23-12-2024","Chennai","Organic"
"CUST052773","21-12-2024","Delhi","Referral"
"CUST052777","21-12-2024","Delhi","Paid"
"CUST052791","27-11-2024","Mumbai","Organic"
"CUST052795","28-12-2024","Bengaluru","Organic"
"CUST052799","22-12-2024","Delhi","Organic"
"CUST052814","30-11-2024","Bengaluru","Organic"
"CUST052821","23-12-2024","Bengaluru","Organic"
"CUST052826","11-12-2024","Ahmedabad","Organic"
"CUST052837","18-12-2024","Bengaluru","Organic"
"CUST052845","26-11-2024","Pune","Paid"
"CUST052861","24-11-2024","Kolkata","Organic"
"CUST052863","16-12-2024","Pune","Organic"
"CUST052871","14-12-2024","Bengaluru","Organic"
"CUST052879","26-12-2024","Hyderabad","Paid"
"CUST052882","19-12-2024","Hyderabad","Organic"
"CUST052891","05-12-2024","Bengaluru","Organic"
"CUST052917","23-12-2024","Hyderabad","Referral"
"CUST052921","29-12-2024","Ahmedabad","Organic"
"CUST052926","19-11-2024","Hyderabad","Organic"
"CUST052928","28-12-2024","Delhi","Organic"
"CUST052951","12-12-2024","Hyderabad","Organic"
"CUST052955","18-12-2024","Bengaluru","Referral"
"CUST052961","12-12-2024","Kolkata","Organic"
"CUST052975","10-12-2024","Bengaluru","Paid"
"CUST052988","02-12-2024","Delhi","Social"
"CUST053003","25-12-2024","Kolkata","Referral"
"CUST053012","29-11-2024","Mumbai","Referral"
"CUST053015","02-12-2024","Bengaluru","Organic"
"CUST053054","15-12-2024","Chennai","Organic"
"CUST053056","27-12-2024","Delhi","Organic"
"CUST053063","14-12-2024","Bengaluru","Referral"
"CUST053064","05-12-2024","Chennai","Organic"
"CUST053102","30-12-2024","Hyderabad","Paid"
"CUST053107","10-12-2024","Bengaluru","Organic"
"CUST053127","17-11-2024","Hyderabad","Paid"
"CUST053144","01-12-2024","Mumbai","Paid"
"CUST053160","21-12-2024","Bengaluru","Organic"
"CUST053193","19-12-2024","Pune","Organic"
"CUST053195","26-11-2024","Bengaluru","Organic"
"CUST053197","14-12-2024","Delhi","Referral"
"CUST053215","22-12-2024","Mumbai","Organic"
"CUST053221","28-12-2024","Bengaluru","Organic"
"CUST053226","24-12-2024","Chennai","Organic"
"CUST053237","14-12-2024","Kolkata","Organic"
"CUST053239","16-12-2024","Mumbai","Organic"
"CUST053241","23-12-2024","Bengaluru","Paid"
"CUST053246","29-12-2024","Mumbai","Organic"
"CUST053249","20-11-2024","Mumbai","Paid"
"CUST053272","25-12-2024","Bengaluru","Organic"
"CUST053302","15-12-2024","Bengaluru","Organic"
"CUST053310","04-12-2024","Ahmedabad","Referral"
"CUST053315","23-12-2024","Pune","Organic"
"CUST053318","04-12-2024","Mumbai","Organic"
"CUST053329","06-12-2024","Bengaluru","Organic"
"CUST053336","21-12-2024","Hyderabad","Referral"
"CUST053339","13-12-2024","Hyderabad","Organic"
"CUST053342","22-11-2024","Kolkata","Social"
"CUST053346","29-12-2024","Delhi","Referral"
"CUST053362","31-12-2024","Mumbai","Organic"
"CUST053364","31-12-2024","Mumbai","Organic"
"CUST053366","21-12-2024","Chennai","Organic"
"CUST053384","20-12-2024","Bengaluru","Organic"
"CUST053387","30-12-2024","Bengaluru","Paid"
"CUST053413","16-11-2024","Ahmedabad","Organic"
"CUST053420","29-12-2024","Bengaluru","Organic"
"CUST053431","11-12-2024","Pune","Referral"
"CUST053491","31-12-2024","Bengaluru","Paid"
"CUST053501","25-11-2024","Chennai","Organic"
"CUST053512","19-12-2024","Bengaluru","Organic"
"CUST053516","04-11-2024","Hyderabad","Paid"
"CUST053520","14-12-2024","Mumbai","Referral"
"CUST053527","07-12-2024","Bengaluru","Paid"
"CUST053532","29-12-2024","Bengaluru","Paid"
"CUST053535","14-12-2024","Mumbai","Organic"
"CUST053538","16-12-2024","Mumbai","Social"
"CUST053539","12-12-2024","Bengaluru","Organic"
"CUST053545","25-12-2024","Mumbai","Organic"
"CUST053556","05-11-2024","Ahmedabad","Organic"
"CUST053568","23-12-2024","Ahmedabad","Organic"
"CUST053572","16-12-2024","Delhi","Social"
"CUST053575","22-11-2024","Bengaluru","Referral"
"CUST053590","26-12-2024","Hyderabad","Social"
"CUST053648","18-12-2024","Hyderabad","Organic"
"CUST053661","29-12-2024","Mumbai","Social"
"CUST053671","11-12-2024","Hyderabad","Referral"
"CUST053690","31-12-2024","Chennai","Referral"
"CUST053699","24-11-2024","Chennai","Organic"
"CUST053707","10-12-2024","Kolkata","Organic"
"CUST053708","11-12-2024","Delhi","Organic"
"CUST053712","07-12-2024","Ahmedabad","Organic"
"CUST053719","23-12-2024","Bengaluru","Organic"
"CUST053723","17-12-2024","Kolkata","Organic"
"CUST053725","10-12-2024","Hyderabad","Referral"
"CUST053729","23-12-2024","Chennai","Paid"
"CUST053731","05-12-2024","Bengaluru","Paid"
"CUST053732","03-12-2024","Delhi","Organic"
"CUST053738","14-12-2024","Mumbai","Social"
"CUST053745","03-12-2024","Hyderabad","Social"
"CUST053750","29-12-2024","Delhi","Organic"
"CUST053762","13-12-2024","Hyderabad","Paid"
"CUST053773","29-11-2024","Ahmedabad","Referral"
"CUST053786","15-11-2024","Pune","Organic"
"CUST053814","14-12-2024","Chennai","Organic"
"CUST053824","16-11-2024","Pune","Paid"
"CUST053866","18-12-2024","Delhi","Organic"
"CUST053868","12-12-2024","Mumbai","Organic"
"CUST053880","09-12-2024","Mumbai","Organic"
"CUST053897","28-12-2024","Hyderabad","Referral"
"CUST053911","16-12-2024","Mumbai","Referral"
"CUST053924","14-12-2024","Delhi","Paid"
"CUST053926","13-12-2024","Mumbai","Organic"
"CUST053961","17-12-2024","Chennai","Organic"
"CUST053965","04-12-2024","Mumbai","Organic"
"CUST053967","25-12-2024","Mumbai","Organic"
"CUST053994","17-12-2024","Mumbai","Paid"
"CUST054002","09-12-2024","Bengaluru","Referral"
"CUST054008","11-12-2024","Delhi","Organic"
"CUST054036","05-12-2024","Hyderabad","Organic"
"CUST054048","26-11-2024","Delhi","Organic"
"CUST054056","25-11-2024","Pune","Organic"
"CUST054059","16-12-2024","Chennai","Organic"
"CUST054070","15-12-2024","Bengaluru","Organic"
"CUST054071","17-12-2024","Mumbai","Organic"
"CUST054081","06-11-2024","Bengaluru","Organic"
"CUST054085","15-12-2024","Bengaluru","Referral"
"CUST054087","24-11-2024","Mumbai","Paid"
"CUST054090","01-12-2024","Bengaluru","Paid"
"CUST054094","16-12-2024","Pune","Paid"
"CUST054097","23-12-2024","Bengaluru","Organic"
"CUST054099","28-11-2024","Bengaluru","Organic"
"CUST054101","27-11-2024","Hyderabad","Organic"
"CUST054109","23-11-2024","Bengaluru","Organic"
"CUST054110","19-12-2024","Delhi","Organic"
"CUST054121","02-12-2024","Pune","Organic"
"CUST054128","27-11-2024","Bengaluru","Organic"
"CUST054130","14-12-2024","Bengaluru","Organic"
"CUST054135","25-12-2024","Delhi","Organic"
"CUST054146","28-11-2024","Mumbai","Organic"
"CUST054151","10-12-2024","Chennai","Organic"
"CUST054156","07-12-2024","Hyderabad","Paid"
"CUST054169","12-12-2024","Kolkata","Organic"
"CUST054200","21-12-2024","Delhi","Referral"
"CUST054220","13-12-2024","Bengaluru","Organic"
"CUST054235","01-12-2024","Chennai","Organic"
"CUST054238","22-12-2024","Bengaluru","Organic"
"CUST054247","22-12-2024","Pune","Social"
"CUST054264","09-12-2024","Kolkata","Social"
"CUST054266","11-11-2024","Bengaluru","Organic"
"CUST054270","28-12-2024","Mumbai","Paid"
"CUST054290","28-12-2024","Delhi","Organic"
"CUST054298","17-12-2024","Delhi","Paid"
"CUST054302","21-12-2024","Bengaluru","Organic"
"CUST054307","02-12-2024","Delhi","Organic"
"CUST054308","21-12-2024","Bengaluru","Organic"
"CUST054314","26-11-2024","Kolkata","Organic"
"CUST054327","26-12-2024","Bengaluru","Organic"
"CUST054377","26-12-2024","Bengaluru","Organic"
"CUST054386","13-12-2024","Hyderabad","Organic"
"CUST054392","27-12-2024","Delhi","Paid"
"CUST054393","12-12-2024","Chennai","Organic"
"CUST054394","23-12-2024","Mumbai","Social"
"CUST054398","28-12-2024","Bengaluru","Organic"
"CUST054400","30-12-2024","Bengaluru","Organic"
"CUST054407","10-12-2024","Bengaluru","Organic"
"CUST054410","20-11-2024","Bengaluru","Paid"
"CUST054415","21-11-2024","Kolkata","Organic"
"CUST054425","11-12-2024","Mumbai","Paid"
"CUST054438","26-12-2024","Ahmedabad","Referral"
"CUST054441","09-12-2024","Mumbai","Organic"
"CUST054448","30-12-2024","Delhi","Organic"
"CUST054450","27-12-2024","Pune","Referral"
"CUST054451","23-12-2024","Chennai","Organic"
"CUST054461","21-12-2024","Kolkata","Organic"
"CUST054469","05-12-2024","Delhi","Social"
"CUST054491","14-12-2024","Mumbai","Organic"
"CUST054503","11-11-2024","Pune","Organic"
"CUST054507","26-12-2024","Delhi","Organic"
"CUST054519","12-12-2024","Mumbai","Organic"
"CUST054535","30-12-2024","Ahmedabad","Paid"
"CUST054557","15-12-2024","Ahmedabad","Organic"
"CUST054559","10-12-2024","Bengaluru","Organic"
"CUST054563","18-12-2024","Mumbai","Organic"
"CUST054578","03-12-2024","Ahmedabad","Organic"
"CUST054581","17-11-2024","Delhi","Organic"
"CUST054586","13-12-2024","Mumbai","Paid"
"CUST054601","13-12-2024","Bengaluru","Organic"
"CUST054603","30-12-2024","Bengaluru","Referral"
"CUST054605","19-12-2024","Hyderabad","Organic"
"CUST054607","23-11-2024","Delhi","Paid"
"CUST054612","20-12-2024","Ahmedabad","Organic"
"CUST054632","04-12-2024","Mumbai","Referral"
"CUST054648","04-11-2024","Bengaluru","Organic"
"CUST054699","27-11-2024","Hyderabad","Organic"
"CUST054703","24-12-2024","Mumbai","Referral"
"CUST054711","07-11-2024","Delhi","Organic"
"CUST054718","15-11-2024","Ahmedabad","Organic"
"CUST054721","20-12-2024","Bengaluru","Organic"
"CUST054726","27-12-2024","Chennai","Organic"
"CUST054727","27-12-2024","Chennai","Organic"
"CUST054730","19-12-2024","Hyderabad","Organic"
"CUST054731","20-12-2024","Ahmedabad","Organic"
"CUST054733","19-12-2024","Hyderabad","Organic"
"CUST054735","27-11-2024","Chennai","Paid"
"CUST054738","29-12-2024","Hyderabad","Social"
"CUST054745","23-12-2024","Chennai","Paid"
"CUST054778","29-12-2024","Delhi","Organic"
"CUST054782","26-12-2024","Kolkata","Organic"
"CUST054800","26-12-2024","Delhi","Organic"
"CUST054803","27-12-2024","Bengaluru","Organic"
"CUST054826","13-11-2024","Bengaluru","Organic"
"CUST054836","05-11-2024","Bengaluru","Paid"
"CUST054837","14-12-2024","Kolkata","Organic"
"CUST054841","15-12-2024","Ahmedabad","Organic"
"CUST054852","31-12-2024","Delhi","Social"
"CUST054861","30-12-2024","Kolkata","Paid"
"CUST054867","15-12-2024","Mumbai","Social"
"CUST054884","24-11-2024","Chennai","Social"
"CUST054889","25-12-2024","Mumbai","Paid"
"CUST054903","16-12-2024","Delhi","Organic"
"CUST054908","02-12-2024","Pune","Paid"
"CUST054913","05-11-2024","Mumbai","Organic"
"CUST054918","05-12-2024","Kolkata","Paid"
"CUST054927","16-12-2024","Bengaluru","Referral"
"CUST054928","16-11-2024","Pune","Organic"
"CUST054934","27-11-2024","Delhi","Organic"
"CUST054945","23-12-2024","Delhi","Organic"
"CUST054962","14-12-2024","Chennai","Paid"
"CUST054981","01-12-2024","Ahmedabad","Organic"
"CUST054982","03-12-2024","Mumbai","Paid"
"CUST054999","15-11-2024","Ahmedabad","Organic"
"CUST055024","21-12-2024","Hyderabad","Referral"
"CUST055035","05-11-2024","Bengaluru","Organic"
"CUST055044","10-12-2024","Ahmedabad","Social"
"CUST055056","07-12-2024","Bengaluru","Paid"
"CUST055070","10-12-2024","Bengaluru","Organic"
"CUST055086","05-12-2024","Bengaluru","Organic"
"CUST055087","27-12-2024","Pune","Social"
"CUST055091","26-12-2024","Pune","Organic"
"CUST055111","24-12-2024","Bengaluru","Paid"
"CUST055122","25-11-2024","Bengaluru","Organic"
"CUST055137","29-12-2024","Pune","Organic"
"CUST055147","28-11-2024","Mumbai","Paid"
"CUST055179","28-11-2024","Mumbai","Organic"
"CUST055181","17-11-2024","Hyderabad","Organic"
"CUST055182","17-12-2024","Chennai","Social"
"CUST055197","11-12-2024","Hyderabad","Organic"
"CUST055214","29-12-2024","Bengaluru","Organic"
"CUST055220","15-12-2024","Delhi","Organic"
"CUST055227","25-12-2024","Hyderabad","Organic"
"CUST055237","17-12-2024","Mumbai","Paid"
"CUST055245","14-11-2024","Hyderabad","Organic"
"CUST055251","24-11-2024","Hyderabad","Organic"
"CUST055255","18-12-2024","Chennai","Organic"
"CUST055257","20-12-2024","Hyderabad","Organic"
"CUST055258","09-11-2024","Chennai","Paid"
"CUST055273","17-11-2024","Ahmedabad","Referral"
"CUST055275","12-12-2024","Bengaluru","Referral"
"CUST055302","17-12-2024","Mumbai","Organic"
"CUST055324","05-12-2024","Delhi","Paid"
"CUST055326","14-12-2024","Ahmedabad","Organic"
"CUST055339","16-11-2024","Delhi","Organic"
"CUST055359","17-12-2024","Chennai","Paid"
"CUST055387","15-11-2024","Mumbai","Social"
"CUST055394","16-11-2024","Mumbai","Organic"
"CUST055402","23-11-2024","Bengaluru","Organic"
"CUST055403","07-12-2024","Bengaluru","Organic"
"CUST055405","31-12-2024","Kolkata","Organic"
"CUST055431","29-12-2024","Mumbai","Organic"
"CUST055438","31-12-2024","Ahmedabad","Organic"
"CUST055446","22-11-2024","Bengaluru","Organic"
"CUST055448","10-12-2024","Kolkata","Organic"
"CUST055450","29-12-2024","Hyderabad","Organic"
"CUST055452","15-11-2024","Delhi","Organic"
"CUST055453","09-12-2024","Delhi","Organic"
"CUST055455","17-12-2024","Bengaluru","Referral"
"CUST055460","24-12-2024","Mumbai","Organic"
"CUST055472","27-12-2024","Bengaluru","Social"
"CUST055476","28-12-2024","Bengaluru","Organic"
"CUST055486","23-11-2024","Kolkata","Paid"
"CUST055487","27-12-2024","Ahmedabad","Paid"
"CUST055495","11-12-2024","Ahmedabad","Organic"
"CUST055514","29-12-2024","Bengaluru","Organic"
"CUST055516","25-11-2024","Kolkata","Organic"
"CUST055518","02-12-2024","Bengaluru","Referral"
"CUST055534","26-12-2024","Bengaluru","Paid"
"CUST055556","17-12-2024","Bengaluru","Referral"
"CUST055558","20-12-2024","Bengaluru","Paid"
"CUST055577","29-12-2024","Hyderabad","Paid"
"CUST055594","03-12-2024","Mumbai","Paid"
"CUST055601","26-12-2024","Hyderabad","Organic"
